Descrição,Código (SKU),Unidade,Preço,Preço promocional,Estoque disponível,Custo,origem
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce",IP724-KIT-Ecommerce,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 1 m.",KIT-IP724-25874,M,21,0,-728.0,10.38,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 10 m.",KIT-IP724-10-25874,M,165,0,64.0,67.8,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 15 m.",KIT-IP724-15-25874,M,245,0,42.0,99.7,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 2 m.",KIT-IP724-2-25874,M,37,0,-282.0,16.76,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 20 m.",KIT-IP724-20-25874,M,325,0,32.0,131.6,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 3 m.",KIT-IP724-3-25874,M,53,0,-133.0,23.14,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 4 m.",KIT-IP724-4-25874,M,69,0,-59.0,29.52,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 5 m.",KIT-IP724-5-25874,M,85,0,-14.0,35.9,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 6 m.",KIT-IP724-6-25874,M,101,0,16.0,42.28,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce - 8 m.",KIT-IP724-8-25874,M,133,0,53.0,55.04,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2",IP724-KIT-Ecommerce2,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 1 m.",KIT-IP724-25874-1,M,21,0,-728.0,10.38,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 10 m.",KIT-IP724-10-25874-1,M,165,0,64.0,67.8,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 15 m.",KIT-IP724-15-25874-1,M,245,0,42.0,99.7,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 2 m.",KIT-IP724-2-25874-1,M,37,0,-282.0,16.76,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 20 m.",KIT-IP724-20-25874-1,M,325,0,32.0,131.6,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 3 m.",KIT-IP724-3-25874-1,M,53,0,-133.0,23.14,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 4 m.",KIT-IP724-4-25874-1,M,69,0,-59.0,29.52,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 5 m.",KIT-IP724-5-25874-1,M,85,0,-14.0,35.9,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 6 m.",KIT-IP724-6-25874-1,M,101,0,16.0,42.28,servi
"VINIL JATEADO TRANSP C/1,06 FULL + KIT - Ecommerce 2 - 8 m.",KIT-IP724-8-25874-1,M,133,0,53.0,55.04,servi
"VINIL JATEADO TRANSP C/1,06 IMPRIMAX",IP253,UN,20,0,-5.0,10.89,servi
"VINIL JATEADO TRANSP C/1,22 IMPRIMAX",IP51,UN,23,0,-3.0,11.76,servi
"VINIL JATEADO TRANSP C/1,27 FULL",IP725,UN,20,0,1412.0,6.91,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce",IP725-KIT-Ecommerce,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 1 m.",KIT-IP725-933,M,25,0,-899.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 10 m.",KIT-IP725-10-933,M,205,0,-15.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 15 m.",KIT-IP725-15-933,M,305,0,18.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 2 m.",KIT-IP725-2-933,M,45,0,-408.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 20 m.",KIT-IP725-20-933,M,405,0,34.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 3 m.",KIT-IP725-3-933,M,65,0,-244.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 4 m.",KIT-IP725-4-933,M,85,0,-162.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 5 m.",KIT-IP725-5-933,M,105,0,-113.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 6 m.",KIT-IP725-6-933,M,125,0,-80.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce - 8 m.",KIT-IP725-8-933,M,165,0,-39.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2",IP725-KIT-Ecommerce2,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 1 m.",KIT-IP725-933-1,M,25,0,-899.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 10 m.",KIT-IP725-10-933-1,M,205,0,-15.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 15 m.",KIT-IP725-15-933-1,M,305,0,18.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 2 m.",KIT-IP725-2-933-1,M,45,0,-408.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 20 m.",KIT-IP725-20-933-1,M,405,0,34.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 3 m.",KIT-IP725-3-933-1,M,65,0,-244.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 4 m.",KIT-IP725-4-933-1,M,85,0,-162.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 5 m.",KIT-IP725-5-933-1,M,105,0,-113.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 6 m.",KIT-IP725-6-933-1,M,125,0,-80.0,0,servi
"VINIL JATEADO TRANSP C/1,27 FULL + KIT - Ecommerce 2 - 8 m.",KIT-IP725-8-933-1,M,165,0,-39.0,0,servi
"VINIL JATEADO TRANSP C/1,52 AVERY",IP963,UN,27,0,0.0,15.63,servi
"VINIL JATEADO TRANSP C/1,52 FULL",IP726-PAI,UN,21,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce",IP726-KIT-Ecommerce,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 1 m.",KIT-IP726-25874,M,28,0,-391.0,12.68,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 10 m.",KIT-IP726-10-25874,M,230,0,87.0,86.8,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 15 m.",KIT-IP726-15-25874,M,350,0,57.0,134.2,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 2 m.",KIT-IP726-2-25874,M,51,0,-113.0,21.36,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 20 m.",KIT-IP726-20-25874,M,465,0,43.0,177.6,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 3 m.",KIT-IP726-3-25874,M,74,0,-21.0,30.04,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 4 m.",KIT-IP726-4-25874,M,97,0,26.0,38.72,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 5 m.",KIT-IP726-5-25874,M,120,0,53.0,47.4,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 6 m.",KIT-IP726-6-25874,M,143,0,72.0,56.08,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce - 8 m.",KIT-IP726-8-25874,M,189,0,95.0,73.44,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2",IP726-KIT-Ecommerce2,M,0,0,0.0,0,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 1 m.",KIT-IP726-25874-1,M,28,0,-391.0,12.68,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 10 m.",KIT-IP726-10-25874-1,M,230,0,87.0,90.8,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 15 m.",KIT-IP726-15-25874-1,M,350,0,57.0,134.2,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 2 m.",KIT-IP726-2-25874-1,M,51,0,-113.0,21.36,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 20 m.",KIT-IP726-20-25874-1,M,465,0,43.0,177.6,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 3 m.",KIT-IP726-3-25874-1,M,74,0,-21.0,30.04,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 4 m.",KIT-IP726-4-25874-1,M,97,0,26.0,38.72,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 5 m.",KIT-IP726-5-25874-1,M,120,0,53.0,47.4,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 6 m.",KIT-IP726-6-25874-1,M,143,0,72.0,56.08,servi
"VINIL JATEADO TRANSP C/1,52 FULL + KIT - Ecommerce 2 - 8 m.",KIT-IP726-8-25874-1,M,189,0,95.0,73.44,servi
"VINIL JATEADO TRANSP C/1,52 FULL - Jateado fosco",IP726,UN,23,0,872.8,8.68,servi
"VINIL JATEADO TRANSP C/1,52 IMPRIMAX",IP70,UN,27,0,18.5,16.15,servi
VINIL JATEADO TRANSP C/61 CM IMPRIMAX,IP504,UN,11.5,0,382.5,13.12,servi
"VINIL JATEADO TRANSP FAIXA C/0,10 IMPRIMAX",IP1093,UN,2.5,0,310.0,0.89,servi
"VINIL JATEADO TRANSP FAIXA C/0,15 IMPRIMAX",IP1094,UN,3.8,0,353.0,1.83,servi
"VINIL JATEADO YELLOW AMARELO C/1,38 ALLTAK",IP753,UN,38,0,8.0,24.54,servi
"VINIL KLEAR RED VERMELHO ALLTAK C/0,46 CM",IP760,UN,17,0,52.0,9.77,servi
"VINIL KLEAR SMOKED BLACK ESCURO ALLTAK C/0,46 CM",IP1104-PAI,UN,16,0,0.0,0,servi
"VINIL KLEAR SMOKED BLACK ESCURO ALLTAK C/0,46 CM - KLEAR BLACK ESCURO ALLTAK",IP1104,UN,16,0,69.5,10.14,servi
"VINIL KLEAR SMOKED FUME CLARO ALLTAK C/0,46 CM",IP368,UN,16,0,412.5,10.93,servi
"VINIL MADEIRA TABUA 1901 C/1,22 IMPRIMAX",IP518,UN,55,0,24.3,36.59,servi
"VINIL MARMORE CALACATTA ORO C/1,22 ALLTAK",IP1029,UN,55,0,12.0,38.46,servi
"VINIL MARMORE CALACATTA ORO FOSCO C/1,22 ALLTAK",IP1127,UN,55,0,74.5,37.6,servi
"VINIL MARMORE GOLDEN BLACK GLOSS C/1,22 IMPRIMAX",IP1052,UN,54,0,0.5,32.96,servi
"VINIL MARMORE MARROM ARMANI GLOSS C/1,22 IMPRIMAX",IP1399,UN,54,0,25.0,37.93,servi
"VINIL MARMORE NERO MARQUINA GLOSS C/ 1,22 IMPRIMAX",IP1400,UN,54,0,32.5,38.43,servi
"VINIL MAX LUX ABACATE PETRO C/1,22 IMPRIMAX",IP447,UN,33.13,0,0.0,20.9,servi
"VINIL MAX LUX AMARELO MÉDIO C/1,22 IMPRIMAX",IP65,UN,33.13,0,94.0,22.77,servi
"VINIL MAX LUX AZUL VIVIDO C/1,22 IMPRIMAX",IP87,UN,33.13,0,43.0,20.83,servi
"VINIL MAX LUX BRANCO C/1,22 IMPRIMAX",IP66,UN,33.13,0,38.0,20.82,servi
"VINIL MAX LUX LARANJA C/1,22 IMPRIMAX",IP374,UN,33.13,0,-74.5,20.62,servi
"VINIL MAX LUX VERDE AMAZONAS C/1,22 IMPRIMAX",IP883,UN,33.13,0,6.0,18.38,servi
"VINIL MAX LUX VERDE BANDEIRA C/1,22 IMPRIMAX",IP86,UN,33.13,0,69.5,20.22,servi
"VINIL MAX LUX VERDE BANDEIRA PETRO C/1,22",IP811,UN,33.13,0,0.0,18.38,servi
"VINIL MAX LUX VERMELHO TOMATE C/1,22 IMPRIMAX",IP431,UN,33.13,0,28.0,20.69,servi
"VINIL METAL AÇO CORTEN COBRE C/1,22 IMPRIMAX",IP702,UN,50,0,4.0,32.06,servi
"VINIL MPI 1105 CAST EASY APPLY C/1,52 AVERY",IP780,UN,5250,0,2.0,3902.78,servi
"VINIL MPI 3000 TRANSPARENTE BRILHO C/1,06 AVERY",IP912,UN,728.75,0,6.0,429.55,servi
"VINIL MPI 3000 TRANSPARENTE BRILHO C/1,27 AVERY",IP913,UN,873.12,0,4.0,514.65,servi
"VINIL MPI 3800 BRANCO BRILHO 0,10 C/1,06 AVERY",IP1041,UN,841.64,0,3.0,533.49,servi
"VINIL MPI 3800 BRANCO BRILHO 0,10 C/1,27 AVERY",IP914,UN,1008.38,0,6.0,652.74,servi
"VINIL MPI 3800 BRANCO BRILHO 0,10 C/1,52 AVERY",IP997,UN,1206.88,0,3.0,777.73,servi
"VINIL MPI 3820 BRANCO FOSCO 0,10 C/1,27 AVERY",IP1007,UN,870,0,2.0,646.12,servi
"VINIL MPI 3820 BRANCO FOSCO 0,10 C/1,52 AVERY",IP1022,UN,1040,0,3.0,775.89,servi
"VINIL MPI 3900 BRANCO BRILHO C/1,06 AVERY",IP781,UN,660,0,15.0,392.67,servi
"VINIL MPI 3900 BRANCO BRILHO C/1,27 AVERY",IP782,UN,793,0,13.0,458.18,servi
"VINIL MPI 3900 BRANCO BRILHO C/1,37 AVERY",IP783,UN,854,0,2.0,472.2,servi
"VINIL MPI 3900 BRANCO BRILHO C/1,52 AVERY",IP787,UN,950,0,2.0,536.26,servi
"VINIL MPI 3903 BRANCO BRILHO BLACKOUT C/1,06 AVERY",IP916,UN,617,0,1.0,377.76,servi
"VINIL MPI 3903 BRANCO BRILHO BLACKOUT C/1,27 AVERY",IP917,UN,730.25,0,3.0,501.89,servi
"VINIL MPI 3903 BRANCO BRILHO BLACKOUT C/1,52 AVERY",IP788,UN,885,0,2.0,574.62,servi
"VINIL MPI 3920 BRANCO FOSCO C/1,06 AVERY",IP784,UN,660,0,9.0,364.29,servi
"VINIL MPI 3920 BRANCO FOSCO C/1,27 AVERY",IP785,UN,793,0,9.0,436.46,servi
"VINIL MPI 3920 BRANCO FOSCO C/1,37 AVERY",IP964,UN,854,0,4.0,503.07,servi
"VINIL MPI 3920 BRANCO FOSCO C/1,52 AVERY",IP786,UN,950,0,3.0,522.37,servi
"VINIL MPI 3923 BRANCO FOSCO BLACKOUT C/1,06 AVERY",IP918,UN,617,0,1.0,377.63,servi
"VINIL MPI 3923 BRANCO FOSCO BLACKOUT C/1,27 AVERY",IP915,UN,740,0,2.0,505.29,servi
"VINIL MPX BRANCO SEMI BRILHO C/1,00 IMPRIMAX",IP148,UN,16,0,42.55,8.28,servi
"VINIL ORACAL 651 025 BRIMSTONE YELLOW C/1,26",IP204,UN,40,0,11.0,39,servi
"VINIL PEDRA TRAVERTINO SUPER BRILHO C/1,22 IMPRIMAX",IP1039,UN,59,0,14.0,38,servi
"VINIL PEDRAS MARMORE CARRARA 102 C/0,61 IMPRIMAX",IP862,UN,25,0,45.0,17.14,servi
"VINIL PEDRAS MARMORE CARRARA 102 C/1,22 IMPRIMAX",IP493,UN,50,0,8.0,31.61,servi
"VINIL PEDRAS TRAVERTINO FOSCO C/1,22 IMPRIMAX",IP1209,UN,59,0,-2.0,33.31,servi
"VINIL PERFURADO 0,12 1,06 AVERY",IP999,UN,18,0,34.0,8.29,servi
"VINIL PERFURADO 0,12 1,06 IMPORTADO",IP283,UN,14,0,-4.5,6.58,servi
"VINIL PERFURADO 0,12 1,37 AVERY",IP1294,UN,23,0,-100.0,9.3,servi
"VINIL PERFURADO 0,12 1,37 IMPORTADO",IP284,UN,18,0,7347.5,11.56,servi
"VINIL PERFURADO 0,12 1,52 AVERY",IP998,UN,25.5,0,355.5,14.09,servi
"VINIL PERFURADO 0,12 1,52 IMPORTADO",IP285,UN,21,0,0.0,21.48,servi
"VINIL PISOMAX MARMORE CINZA ARMANI GLOSS C/1,22 IMPRIMAX",IP1405,UN,57,0,18.5,39.33,servi
"VINIL PISOMAX MARMORE CINZA ARMANI MATTE C/1,22 IMPRIMAX",IP1407,UN,57,0,43.5,44.74,servi
"VINIL PISOMAX MARMORE CREMA ARMANI GLOSS C/1,22 IMPRIMAX",IP1406,UN,57,0,9.5,39.48,servi
"VINIL PISOMAX MARMORE CREMA ARMANI MATTE C/1,22 IMPRIMAX",IP1408,UN,57,0,16.5,43.9,servi
"VINIL PISOMAX TRAVERTINO CINZA MATTE C/1,22 IMPRIMAX",IP1480,UN,0,0,24.0,41.73,servi
"VINIL POLIESTER OURO C/1,00 IMPRIMAX",IP461,UN,27,0,152.5,15.33,servi
"VINIL POLIESTER PRATA C/1,00 IMPRIMAX",IP228,UN,25,0,48.5,14.06,servi
"VINIL POLIESTER PRATA FLEX C/1,00 ALLTAK",IP951,UN,20,0,100.0,10.11,servi
"VINIL PREMIUM ROXO C/1,22 ALLTAK",IP903,UN,31,0,5.0,20.3,servi
"VINIL PREMIUM VERDE AMAZONAS C/1,22 ALLTAK",IP641,UN,30,0,0.0,20.3,servi
"VINIL PRETO BRILHO C/1,22 SETE/FULL/IMPORTADO",IP1252,UN,19,0,68.5,7.5,servi
"VINIL PRETO FOSCO C/1,22 SETE/FULL/IMPORTADO",IP907,UN,19,0,771.0,7.5,servi
VINIL PRETO FOSCO C/61 CM SETE/FULL/IMPORTADO,IP1076,UN,10,0,138.0,4.27,servi
"VINIL PROTECT GLOSS AMARELO MÉDIO C/1,40 IMPRIMAX",IP526,UN,45,0,0.0,26.46,servi
"VINIL PROTECT GLOSS AZUL NOTURNO C/1,40 IMPRIMAX",IP275,UN,37,0,0.0,22.56,servi
"VINIL PROTECT GLOSS BLACK PIANO C/1,22 IMPRIMAX",IP519,UN,37,0,4.0,26.02,servi
"VINIL PROTECT GLOSS BRANCO PEROLA C/1,40 IMPRIMAX",IP1295,UN,0,0,20.0,41.13,servi
"VINIL PROTECT GLOSS CUSTOM VERDE LIMAO PEROLA C/1,40 IMPRIMAX",IP1693,UN,64,0,20.0,39.95,servi
"VINIL PROTECT GLOSS PRATA ALUMINIO C/1,40 IMPRIMAX",IP1055,UN,59,0,16.5,36.48,servi
"VINIL PROTECT GLOSS PRETO PEROLA C/1,40 IMPRIMAX",IP1139,UN,58,0,6.0,39.37,servi
"VINIL REFLETIVO AMARELO C/1,24 IMPORTADO",IP317,UN,35,0,123.19999999999999,16.59,servi
"VINIL REFLETIVO AZUL C/1,24 IMPORTADO",IP412,UN,35,0,121.5,15.24,servi
"VINIL REFLETIVO BRANCO C/1,24 IMPORTADO",IP278,UN,35,0,49.700000000000045,16.48,servi
"VINIL REFLETIVO BRANCO IMPRESSÃO DIG C/1,24 IMPORTADO",IP670,UN,51.25,0,40.400000000000006,25.38,servi
"VINIL REFLETIVO LARANJA C/1,24 IMPORTADO",IP456,UN,35,0,298.4,15.88,servi
"VINIL REFLETIVO PRETO C/1,24 IMPORTADO",IP366,UN,35,0,106.4,7.5,servi
"VINIL REFLETIVO VERDE C/1,24 IMPORTADO",IP324,UN,35,0,67.1,15.24,servi
"VINIL REFLETIVO VERMELHO C/1,24 IMPORTADO",IP457,UN,35,0,127.80000000000001,16.22,servi
"VINIL REMOVIVEL FOSCO 100G C/1,52 IMPORTADO",IP1216,UN,10,0,0.0,6.52,servi
"VINIL SATIN GRAPHITE METALLIC C/1,38 ALLTAK",IP432,UN,41,0,18.0,25.09,servi
"VINIL SATIN SILVER METALLIC C/1,38 ALLTAK",IP370,UN,34,0,4.0,23.78,servi
"VINIL SILVER MAX AMARELO MEDIO C/1,22 IMPRIMAX",IP353,UN,25,0,62.5,14.29,servi
VINIL SILVER MAX AMARELO MEDIO C/61 CM IMPRIMAX,IP1140,UN,12.5,0,97.5,7.7,servi
"VINIL SILVER MAX AMARELO OURO C/1,22 IMPRIMAX",IP80,UN,25,0,92.0,14.57,servi
VINIL SILVER MAX AMARELO OURO C/61 CM IMPRIMAX,IP520,UN,12.5,0,20.5,6.86,servi
"VINIL SILVER MAX AZUL CELESTE C/1,22 IMPRIMAX",IP1681,UN,25,0,21.5,14.14,servi
VINIL SILVER MAX AZUL CEU C/61 CM IMPRIMAX,IP1135,UN,12.5,0,60.0,7.29,servi
"VINIL SILVER MAX AZUL MARINHO C/1,22 IMPRIMAX",IP151,UN,25,0,11.5,14.73,servi
"VINIL SILVER MAX AZUL NOTURNO C/1,22 IMPRIMAX",IP81,UN,25,0,67.0,14.66,servi
VINIL SILVER MAX AZUL NOTURNO C/61 CM IMPRIMAX,IP563,UN,12.5,0,101.0,7.06,servi
"VINIL SILVER MAX BEGE TAUPE C/ 1,22 IMPRIMAX",IP1134,UN,25,0,7.5,14.22,servi
"VINIL SILVER MAX BRANCO C/1,22 IMPRIMAX",IP60,UN,25,0,125.0,14.22,servi
"VINIL SILVER MAX BRANCO C/61,00 IMPRIMAX",IP217,UN,12.5,0,85.0,7.17,servi
"VINIL SILVER MAX CINZA CLARO C/1,22 IMPRIMAX",IP235,UN,25,0,60.0,14.48,servi
"VINIL SILVER MAX CINZA ESCURO C/1,22 IMPRIMAX",IP82,UN,25,0,35.5,14.28,servi
VINIL SILVER MAX CINZA ESCURO C/61 CM IMPRIMAX,IP1680,UN,12.5,0,-6.5,0,servi
"VINIL SILVER MAX CREME C/1,22 IMPRIMAX",IP564,UN,25,0,37.0,14.42,servi
VINIL SILVER MAX CREME C/61 IMPRIMAX,IP1170,UN,12.5,0,0.0,14.22,servi
"VINIL SILVER MAX DOURADO C/1,22 IMPRIMAX",IP61,UN,27,0,4.0,18.59,servi
"VINIL SILVER MAX LARANJA C/1,22 IMPRIMAX",IP83,UN,25,0,56.5,14.95,servi
VINIL SILVER MAX LARANJA C/61 CM IMPRIMAX,IP1141,UN,12.5,0,-11.0,7.11,servi
"VINIL SILVER MAX LILAS C/1,22 IMPRIMAX",IP566,UN,25,0,17.0,15.14,servi
"VINIL SILVER MAX MAGENTA C/1,22 IMPRIMAX",IP62,UN,25,0,47.0,14.48,servi
"VINIL SILVER MAX OURO C/1,22 IMPRIMAX",IP1298,UN,0,0,150.0,15.25,servi
"VINIL SILVER MAX PRATA C/1,22 IMPRIMAX",IP84,UN,27,0,141.0,15.15,servi
VINIL SILVER MAX PRATA C/61 CM IMPRIMAX,IP660,UN,12.5,0,244.5,7.67,servi
"VINIL SILVER MAX PRETO BRILHO C/1,22 IMPRIMAX",IP206,UN,24,0,116.5,14.11,servi
"VINIL SILVER MAX PRETO BRILHO C/61,00 IMPRIMAX",IP218,UN,12.5,0,118.0,7.37,servi
"VINIL SILVER MAX PRETO FOSCO C/0,61 IMPRIMAX",IP466,UN,12.5,0,311.0,7.23,servi
"VINIL SILVER MAX PRETO FOSCO C/1,22 IMPRIMAX",IP63,UN,24,0,69.0,14.43,servi
"VINIL SILVER MAX PRETO SUPER BRILHO C/0,61IMPRIMAX",IP891-PAI,UN,14,0,0.0,0,servi
"VINIL SILVER MAX PRETO SUPER BRILHO C/0,61IMPRIMAX - VINIL SILVER MAX SUPER BRILHO",IP891,UN,14,0,111.7,7.06,servi
"VINIL SILVER MAX PRETO SUPER BRILHO C/1,22IMPRIMAX",IP798,UN,29,0,174.8,14.84,servi
"VINIL SILVER MAX PRETO SUPER BRILHOC/0,30 IMPRIMAX",IP1097-PAI,UN,7,0,1.0,6.86,servi
"VINIL SILVER MAX PRETO SUPER BRILHOC/0,30 IMPRIMAX - BLACK PIANO",IP1097,UN,7,0,37.0,3.55,servi
"VINIL SILVER MAX SUPER BRILHO AZUL MARINHO C/1,22M IMPRIMAX",IP1092,UN,26,0,39.5,16.39,servi
"VINIL SILVER MAX VERDE ABACATE C/1,22 IMPRIMAX",IP565,UN,25,0,54.0,14.85,servi
VINIL SILVER MAX VERDE ABACATE C/61 IMPRIMAX,IP1166,UN,12.5,0,153.5,7.1,servi
"VINIL SILVER MAX VERDE BANDEIRA C/1,22 IMPRIMAX",IP64,UN,25,0,102.5,15.46,servi
VINIL SILVER MAX VERDE BANDEIRA C/61 CM IMPRIMAX,IP1142,UN,12.5,0,213.5,7.06,servi
"VINIL SILVER MAX VERMELHO TOMATE C/1,22 IMPRIMAX",IP464,UN,25,0,107.5,15.14,servi
"VINIL SILVER MAX VERMELHO VIVO C/1,22 IMPRIMAX",IP85,UN,25,0,52.5,14.35,servi
"VINIL SILVER MAX VERMELHO VIVO C/61,00 IMPRIMAX",IP147,UN,12.5,0,52.5,7.66,servi
"VINIL STOP BLACKOUT FOSCO 0,8 C/1,22 IMPRIMAX",IP608,UN,800,0,2.0,676.74,servi
"VINIL TRANSPARENTE  FOSCO 0,8 100 GR C/1,06 IMPORTADO",IP852,UN,548,0,5.0,323.26,servi
"VINIL TRANSPARENTE 0,8 100 GR C/1,06 IMPORTADO",IP850,UN,548,0,31.0,322.16,servi
"VINIL TRANSPARENTE 0,8 100 GR C/1,06 IMPORTADO (FRA)",IP855,UN,13.5,0,30.0,7.52,servi
"VINIL TRANSPARENTE 0,8 100 GR C/1,27 IMPORTADO",IP1150,UN,656,0,33.0,387.28,servi
"VINIL TRANSPARENTE 0,8 100 GR C/1,52 IMPORTADO",IP809,UN,784,0,10.0,462.67,servi
"VINIL TRANSPARENTE 0,8 120 GR C/1,06 IMPORTADO",IP2015,UN,560,0,10.0,292.91,servi
"VINIL TRANSPARENTE 0,8 120 GR C/1,27 IMPORTADO",IP979,UN,670,0,5.0,350.95,servi
"VINIL TRANSPARENTE 0,8 120 GR C/1,52 IMPORTADO",IP1032,UN,804,0,6.0,421.3,servi
"VINIL TRANSPARENTE DR1300 0,8 120 GR C/1,27 SETE",IP936,UN,670,0,0.0,392.89,servi
"VINIL TRANSPARENTE FOSCO 0,8 100 GR C/1,27 IMPORTADO",IP854,UN,658,0,5.0,387.91,servi
"VINIL ULTRA BLACK PIANO C/1,22 ALLTAK",IP729,UN,38,0,-1.0,24.22,servi
"VINIL ULTRA BLACK PIANO C/1,38 ALLTAK AVARIADO",IP1245,UN,23,0,38.0,0,servi
"VINIL ULTRA C/1,38 ALLTAK",IP-ULTRA-PAI,UN,58,0,0.0,0,servi
"VINIL ULTRA C/1,38 ALLTAK - Açai Berry",IP433,UN,58,0,23.5,37.3,servi
"VINIL ULTRA C/1,38 ALLTAK - Angel Pink",IP932,UN,58,0,20.0,38.35,servi
"VINIL ULTRA C/1,38 ALLTAK - Apple green",IP434,UN,58,0,4.0,34.6,servi
"VINIL ULTRA C/1,38 ALLTAK - Argent Metallic",IP474,UN,72,0,14.5,0,servi
"VINIL ULTRA C/1,38 ALLTAK - Baby Blue",IP838,UN,58,0,15.0,37.27,servi
